ConfigSpace (len=10454400, space_map=
   0 tile_f: Split(policy=all, product=512, num_outputs=4) len=220
   1 tile_y: Split(policy=all, product=7, num_outputs=4) len=4
   2 tile_x: Split(policy=all, product=7, num_outputs=4) len=4
   3 tile_rc: Split(policy=all, product=512, num_outputs=3) len=55
   4 tile_ry: Split(policy=all, product=3, num_outputs=3) len=3
   5 tile_rx: Split(policy=all, product=3, num_outputs=3) len=3
   6 auto_unroll_max_step: OtherOption([0, 512, 1500]) len=3
   7 unroll_explicit: OtherOption([0, 1]) len=2
)
LOAD HISTORY FROM FILE
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [4, 8, 2, 8]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [32, 4, 4]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7820046) MeasureResult(costs=(1000000000.0,), error_no=1, all_cost=0.07363414764404297, timestamp=1543994393.7804172)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2525459) MeasureResult(costs=(0.002761914682539682,), error_no=0, all_cost=5.109808921813965, timestamp=1543994976.58482)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2524579) MeasureResult(costs=(0.0006972772354497355,), error_no=0, all_cost=2.0507311820983887, timestamp=1543994978.223138)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 8, 1, 2]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2524558) MeasureResult(costs=(0.00649263346031746,), error_no=0, all_cost=8.83759069442749, timestamp=1543994986.5052755)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [128, 4, 1, 1]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,1755382) MeasureResult(costs=(0.000827231582010582,), error_no=0, all_cost=2.396960973739624, timestamp=1543994988.4046319)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [128, 4, 1, 1]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,1754502) MeasureResult(costs=(0.010039520791005292,), error_no=0, all_cost=13.994513034820557, timestamp=1543995001.1478152)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [128, 1, 4, 1]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,1755399) MeasureResult(costs=(0.0003138091031746032,), error_no=0, all_cost=1.6257638931274414, timestamp=1543995002.3331354)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [1, 128, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [128, 1, 4]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,8200306) MeasureResult(costs=(0.01794261703174603,), error_no=0, all_cost=23.351165056228638, timestamp=1543995023.947745)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [128, 1, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [1, 128, 4]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,8418539) MeasureResult(costs=(1000000000.0,), error_no=1, all_cost=0.055893898010253906, timestamp=1543994847.5750077)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [128, 1, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [128, 1, 4]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,8393899) MeasureResult(costs=(0.0002563500451306413,), error_no=0, all_cost=1.2976467609405518, timestamp=1543995032.3494914)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [1, 128, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [128, 1, 4]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,8393906) MeasureResult(costs=(1000000000.0,), error_no=1, all_cost=0.05252265930175781, timestamp=1543994847.575167)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [128, 4, 1, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [64, 2, 4]), ('tile_ry', [1, 1, 3]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,8009982) MeasureResult(costs=(0.0027737642724867725,), error_no=0, all_cost=6.602943181991577, timestamp=1543995030.3186095)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 1, 3]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2174559) MeasureResult(costs=(0.0005094470451306413,), error_no=0, all_cost=1.8161752223968506, timestamp=1543995093.5619264)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 1, 3]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2755359) MeasureResult(costs=(0.00034361103800475057,), error_no=0, all_cost=1.7787115573883057, timestamp=1543995094.815104)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,3142559) MeasureResult(costs=(0.00026591276009501187,), error_no=0, all_cost=1.4166598320007324, timestamp=1543995095.8587353)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2948959) MeasureResult(costs=(0.0004114677078384798,), error_no=0, all_cost=1.5551526546478271, timestamp=1543995097.0510066)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 1, 3]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,3916959) MeasureResult(costs=(0.0004961907007125891,), error_no=0, all_cost=1.6492421627044678, timestamp=1543995098.3061936)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,4691359) MeasureResult(costs=(0.00035074032304038003,), error_no=0, all_cost=1.6026537418365479, timestamp=1543995099.5906336)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 1, 3]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,4497759) MeasureResult(costs=(0.0003538191733966746,), error_no=0, all_cost=2.018127679824829, timestamp=1543995101.0510592)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 1, 3]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,None,1012959) MeasureResult(costs=(0.0003921863467933491,), error_no=0, all_cost=1.578409194946289, timestamp=1543995102.2707021)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 1, 3]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,None,432159) MeasureResult(costs=(0.000799841351543943,), error_no=0, all_cost=2.0715489387512207, timestamp=1543995104.04904)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,None,1206559) MeasureResult(costs=(0.0005171500783847981,), error_no=0, all_cost=1.8265833854675293, timestamp=1543995105.4833574)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 2, 4, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 1, 3]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2755353) MeasureResult(costs=(0.0006704462019002375,), error_no=0, all_cost=2.4714620113372803, timestamp=1543995107.2455456)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 2, 4, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 1, 3]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2174553) MeasureResult(costs=(0.0005690049596199525,), error_no=0, all_cost=2.1583173274993896, timestamp=1543995108.9784765)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 2, 4, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 1, 3]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,3916953) MeasureResult(costs=(0.000570142163895487,), error_no=0, all_cost=2.1245458126068115, timestamp=1543995110.648082)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 2, 4, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 1, 3]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,4497753) MeasureResult(costs=(0.000502518432304038,), error_no=0, all_cost=2.7030398845672607, timestamp=1543995112.6434338)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 2, 4, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 1, 3]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,None,432153) MeasureResult(costs=(0.0012217966769596201,), error_no=0, all_cost=2.9340970516204834, timestamp=1543995115.1858635)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 2, 4, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 1, 3]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,None,1012953) MeasureResult(costs=(0.0006550452731591449,), error_no=0, all_cost=2.191352367401123, timestamp=1543995117.0322309)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 2, 4, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2948953) MeasureResult(costs=(0.0009100244418052256,), error_no=0, all_cost=2.5045924186706543, timestamp=1543995119.1607046)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 2, 4, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,3142553) MeasureResult(costs=(0.0006646527695961995,), error_no=0, all_cost=2.649383306503296, timestamp=1543995121.106622)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 4, 2]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2946979) MeasureResult(costs=(0.0003764240831353919,), error_no=0, all_cost=1.8821072578430176, timestamp=1543995122.583457)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 1, 3]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2753379) MeasureResult(costs=(0.0002785427648456057,), error_no=0, all_cost=1.8486549854278564, timestamp=1543995123.8590844)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 1, 3]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2172579) MeasureResult(costs=(0.0003100681543942993,), error_no=0, all_cost=1.5039761066436768, timestamp=1543995124.940445)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 1, 8, 2]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,3140579) MeasureResult(costs=(0.0002707060617577197,), error_no=0, all_cost=1.7272822856903076, timestamp=1543995126.1020448)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 2, 4, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,4884953) MeasureResult(costs=(0.0004389780118764846,), error_no=0, all_cost=2.43520450592041, timestamp=1543995127.7634652)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 2, 4, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,4691353) MeasureResult(costs=(0.0007270820047505939,), error_no=0, all_cost=2.5010085105895996, timestamp=1543995129.6110194)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 2, 4, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,None,1400153) MeasureResult(costs=(0.001363362596199525,), error_no=0, all_cost=3.3490638732910156, timestamp=1543995132.543207)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 2, 4, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 4, 2]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,None,1206553) MeasureResult(costs=(0.0015994201306413303,), error_no=0, all_cost=3.809419870376587, timestamp=1543995135.9484916)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [128, 2, 2, 1]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [256, 2, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,None,5071) MeasureResult(costs=(0.0016331681021377672,), error_no=0, all_cost=3.8263707160949707, timestamp=1543995139.3262434)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 2, 4, 2]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 4, 2]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,3140573) MeasureResult(costs=(0.00043955523990498813,), error_no=0, all_cost=2.3130481243133545, timestamp=1543995140.9190302)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [32, 2, 4, 2]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 4, 2]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2946973) MeasureResult(costs=(0.0005514574679334916,), error_no=0, all_cost=2.318654775619507, timestamp=1543995142.7784271)
